departure location: 33-224 or 230-954
departure station: 32-358 or 371-974
departure platform: 42-411 or 417-967
departure track: 30-323 or 330-964
departure date: 37-608 or 624-953
departure time: 43-838 or 848-954
arrival location: 40-104 or 111-955
arrival station: 43-301 or 309-961
arrival platform: 45-253 or 275-964
arrival track: 28-79 or 97-973
class: 31-920 or 944-960
duration: 35-664 or 676-951
price: 35-499 or 521-949
route: 38-276 or 295-974
row: 38-582 or 599-950
seat: 31-646 or 657-953
train: 40-864 or 878-955
type: 33-430 or 443-961
wagon: 30-773 or 790-956
zone: 48-148 or 172-962

your ticket:
61,101,131,127,103,191,67,181,79,71,113,97,173,59,73,137,139,53,193,179

nearby tickets:
390,567,702,704,825,194,543,17,472,540,687,230,235,864,884,692,375,206,920,806
339,763,628,299,191,627,793,483,645,76,731,675,172,729,945,713,350,918,720,393
206,905,97,345,392,882,768,446,924,541,145,493,101,773,232,50,635,638,499,471
352,306,382,718,338,848,944,658,646,825,754,884,711,221,146,396,140,103,894,138
419,542,487,78,66,181,424,760,490,718,664,819,527,189,327,683,57,878,703,203
71,421,734,233,536,702,77,642,445,812,335,720,735,218,936,348,352,678,632,748
427,488,681,544,495,324,58,352,295,138,731,183,212,491,660,484,79,912,636,529
568,478,339,456,702,628,56,572,528,813,708,628,133,307,633,491,900,572,911,122
707,561,811,348,790,122,189,457,496,911,812,836,350,568,346,925,555,807,724,729
448,445,269,549,351,638,678,661,570,230,709,559,222,699,240,810,479,398,464,343
736,677,572,761,769,424,629,204,681,886,542,714,317,452,811,174,220,597,556,901
472,657,448,181,397,219,810,342,312,103,355,723,632,326,346,769,67,346,601,422
852,907,878,575,59,661,816,120,531,243,831,636,548,425,875,691,61,686,184,730
397,871,757,320,118,236,474,792,197,301,309,738,99,626,579,548,756,529,600,816
644,230,983,233,658,851,891,578,460,388,127,418,560,117,197,242,533,471,582,552
99,744,134,195,944,213,207,913,920,537,705,708,750,198,916,133,900,127,859,588
559,470,495,721,568,64,722,891,449,595,533,705,535,639,902,863,524,174,471,555
680,276,404,860,447,672,128,456,696,321,173,373,117,315,429,311,708,759,801,405
663,677,212,222,6,51,736,804,537,537,447,568,420,53,74,230,886,815,115,463
577,410,556,793,799,417,455,499,444,678,295,405,917,5,221,890,720,736,605,409
375,752,477,658,495,230,851,535,618,768,381,422,531,910,699,211,136,189,906,448
187,121,322,347,60,545,355,402,818,97,607,801,797,656,795,247,713,809,902,65
129,127,899,903,608,241,245,818,388,554,525,693,578,380,982,886,856,134,135,754
681,828,392,234,313,390,706,797,752,828,495,763,229,523,497,380,571,848,820,746
234,144,384,828,99,602,405,204,854,558,815,949,338,524,229,739,692,862,398,376
825,414,543,466,906,702,710,499,400,145,319,748,497,117,682,201,191,836,570,948
448,678,417,445,729,536,236,676,275,831,663,221,421,531,843,252,726,404,762,681
558,102,448,317,206,388,253,639,630,632,632,339,400,125,23,850,189,561,449,470
528,561,250,877,182,55,704,102,571,457,337,56,750,320,821,762,727,406,914,111
271,555,112,804,885,147,218,127,300,494,693,139,185,372,892,57,713,944,202,563
569,468,851,493,851,188,239,772,669,905,807,727,387,747,494,679,948,601,691,488
184,12,449,698,491,61,76,554,733,236,823,323,604,298,50,662,917,196,350,566
426,769,638,904,635,587,393,791,724,643,708,607,913,528,73,340,309,232,322,348
383,56,627,544,296,732,556,728,321,819,63,911,482,336,364,130,388,60,67,301
625,722,731,228,394,688,185,99,320,860,527,97,313,641,549,132,75,945,70,522
54,67,322,315,56,578,301,323,720,745,443,692,204,879,832,743,242,9,917,546
794,202,628,393,806,715,301,472,486,229,466,131,731,572,184,231,221,247,632,741
836,522,945,296,529,479,449,275,559,474,121,878,268,688,849,331,499,395,194,578
66,132,317,380,710,745,231,429,693,495,352,896,794,64,719,842,605,419,172,804
834,295,147,631,765,330,946,78,68,656,772,122,238,827,480,912,176,722,492,390
276,748,58,461,736,825,691,704,116,357,608,892,876,744,834,698,78,103,576,602
688,491,191,429,908,376,483,10,234,485,639,601,864,475,661,253,331,189,492,174
344,476,717,219,385,740,321,947,690,131,946,318,605,689,99,111,17,235,398,410
916,179,542,64,495,211,187,197,747,548,338,532,181,844,551,51,187,663,493,887
203,120,857,188,847,817,715,353,657,125,143,444,903,358,213,556,381,53,737,418
792,206,582,69,749,129,812,764,326,406,707,637,906,398,61,178,253,878,895,836
542,946,524,498,688,205,581,452,799,716,898,979,579,480,471,536,447,183,888,407
124,549,822,311,389,793,828,530,445,145,810,129,252,348,115,367,62,527,911,817
645,147,198,994,883,545,111,660,663,447,767,475,822,631,793,136,660,253,733,375
690,211,195,354,366,455,73,172,209,852,252,772,316,197,799,409,791,718,582,946
382,914,340,696,547,683,462,335,65,202,211,539,564,990,861,733,113,336,119,251
465,69,471,766,211,61,384,347,180,421,179,201,915,93,947,120,746,190,727,680
571,893,319,522,249,805,457,534,860,862,646,354,728,406,67,611,314,747,681,465
237,468,751,714,692,551,641,351,547,851,478,538,737,815,224,675,411,793,205,102
660,54,550,422,211,864,497,686,494,637,319,388,881,819,72,884,813,651,863,534
201,496,537,468,412,175,114,337,829,137,79,406,386,427,139,342,275,879,183,129
571,466,892,194,50,768,178,97,419,713,947,214,880,54,685,833,527,329,736,467
919,348,684,143,897,805,411,555,208,207,664,373,310,667,425,812,813,235,462,538
179,194,882,220,434,795,379,485,462,146,479,216,62,207,563,338,486,319,754,820
637,698,388,812,705,423,701,252,803,529,534,120,545,366,113,199,315,119,195,601
799,58,852,443,793,825,142,694,58,581,459,136,448,900,416,375,65,765,646,235
54,825,728,918,663,379,856,562,259,71,67,176,899,720,799,132,532,899,903,97
568,449,711,772,590,235,749,387,75,72,399,401,411,428,707,317,552,525,58,347
717,485,696,483,862,229,899,796,141,749,231,317,465,800,530,67,836,98,197,599
632,459,542,318,95,63,634,388,803,900,555,756,50,752,574,219,628,491,902,352
911,757,708,66,102,549,762,101,249,617,849,824,643,544,447,765,491,132,104,893
180,187,721,894,53,7,241,425,645,815,396,126,176,542,377,767,897,727,822,323
491,206,122,133,753,118,714,119,77,740,298,131,839,417,275,193,56,449,657,489
853,712,315,706,945,298,197,724,750,873,339,119,461,405,356,443,816,144,602,449
550,631,421,559,353,443,920,791,728,357,181,872,239,497,460,462,543,334,628,818
494,344,765,356,344,450,237,894,656,387,827,230,135,117,539,311,112,135,387,809
210,848,253,842,894,421,739,638,483,315,189,550,136,210,74,145,626,455,378,882
450,127,589,636,855,221,631,388,838,853,523,910,50,353,117,691,864,333,231,642
480,759,647,795,599,410,77,180,820,176,316,848,816,130,332,474,497,879,247,817
226,711,555,209,558,234,175,124,718,331,799,531,559,213,825,560,761,758,409,791
322,864,67,607,812,421,741,556,357,854,381,219,835,527,247,599,76,101,297,977
72,491,368,138,144,543,208,190,237,445,748,78,856,51,404,389,534,201,629,827
349,831,336,131,320,119,700,572,55,148,18,848,810,243,762,822,548,626,540,457
114,764,719,884,659,450,350,769,797,346,910,910,752,196,323,481,765,303,376,378
55,605,190,466,350,857,817,213,640,862,11,192,734,759,72,751,425,822,484,575
200,321,206,586,576,678,685,832,54,341,830,172,459,479,71,122,546,200,201,53
798,764,348,201,129,533,212,103,176,200,145,758,114,199,132,71,707,614,691,749
457,317,989,341,657,582,566,246,898,182,806,715,659,450,576,349,463,747,74,475
816,822,869,687,198,382,746,208,864,119,659,906,882,123,703,422,250,55,309,681
705,181,389,137,918,305,545,484,59,98,663,801,392,689,449,465,479,428,683,219
401,557,667,771,752,681,355,555,385,218,497,497,63,461,882,606,897,403,236,97
885,530,241,827,208,313,722,174,948,403,772,480,862,984,600,355,602,644,126,388
405,348,556,267,473,754,334,945,683,770,543,497,542,251,98,334,123,705,879,526
303,378,637,636,646,211,899,914,662,130,554,748,392,276,902,944,206,296,790,707
883,676,600,127,253,345,596,860,678,191,249,447,116,901,685,624,645,714,862,377
492,63,932,854,563,646,344,833,715,809,392,173,121,728,606,390,189,769,731,425
1,420,579,55,345,833,184,429,317,853,541,539,770,52,714,356,539,386,827,113
231,946,317,859,479,246,638,357,542,358,492,764,880,445,275,179,470,242,915,670
209,738,657,890,357,711,422,678,631,190,383,680,604,704,642,511,384,529,830,66
400,749,478,915,984,487,690,864,895,193,183,142,444,897,749,185,909,389,680,580
193,732,187,212,548,353,856,498,472,558,910,460,459,374,722,882,874,383,690,773
335,607,899,888,349,712,129,249,22,822,357,410,739,334,465,748,860,657,351,602
859,643,202,299,75,900,800,540,227,806,466,392,197,834,300,637,241,78,68,882
809,299,64,729,994,313,795,207,769,886,705,705,879,579,735,479,323,814,448,495
906,386,572,401,698,886,196,403,479,477,571,147,530,176,675,630,898,737,602,811
572,125,59,377,881,250,573,746,590,116,561,71,880,544,148,852,462,910,689,661
253,98,849,345,219,173,317,601,307,522,221,849,771,331,744,371,530,582,334,735
534,218,378,890,75,574,692,817,253,208,147,761,302,757,735,340,898,604,482,562
560,734,316,147,907,137,376,428,808,52,248,883,815,701,317,353,244,279,403,132
457,337,347,366,209,253,483,411,50,411,911,830,463,136,790,821,657,645,725,64
822,65,756,692,409,493,177,454,887,397,894,624,444,427,387,457,319,758,773,306
50,197,200,327,336,316,239,300,454,378,858,133,858,410,773,395,720,476,907,948
558,103,604,495,429,760,550,458,362,209,380,65,498,558,335,747,855,771,770,581
